Dptr Hour,Length of Flight (Hrs),Day of Week,Passengers Boarded,Passengers Booked 2 DtD,Stock Out Occurred,Cheese Platters Sold
7,5,Tuesday,113,103,0,12
8,3,Wednesday,127,115,0,17
8,6,Monday,105,106,0,15
17,5,Monday,156,154,0,22
9,3,Thursday,143,145,0,18
17,4,Thursday,161,155,1,15
21,5,Sunday,152,150,0,15
21,2,Tuesday,145,135,0,16
16,6,Friday,134,134,0,18
12,3,Tuesday,146,134,0,20
16,1,Wednesday,151,146,1,18
6,4,Monday,116,111,0,12
12,5,Monday,147,144,1,15
18,2,Wednesday,106,103,0,13
16,1,Saturday,165,152,0,20
6,6,Wednesday,140,141,0,15
15,1,Friday,106,96,0,13
12,1,Saturday,150,139,0,17
17,5,Wednesday,139,134,1,18
15,4,Thursday,121,118,1,18
15,6,Thursday,104,105,0,15
20,3,Monday,119,115,0,13
7,3,Friday,89,81,0,9
19,3,Saturday,128,119,0,16
19,1,Wednesday,141,133,1,19
17,1,Tuesday,112,109,0,13
19,6,Saturday,139,126,0,18
18,5,Sunday,147,149,1,18
10,3,Saturday,141,127,0,16
14,6,Sunday,165,167,0,22
19,3,Tuesday,148,143,1,15
18,4,Thursday,125,115,0,17
11,6,Tuesday,159,155,0,21
17,4,Friday,140,132,0,18
21,2,Monday,110,112,0,11
16,1,Saturday,119,118,0,14
4,3,Saturday,109,99,0,10
19,4,Monday,149,150,1,19
8,1,Sunday,109,104,0,13
13,1,Sunday,165,150,1,16
14,4,Sunday,141,131,1,15
16,3,Monday,140,132,0,19
19,5,Thursday,115,105,0,15
18,1,Wednesday,160,151,0,20
14,5,Monday,141,131,1,17
17,5,Thursday,125,125,0,18
12,4,Thursday,85,84,0,11
17,3,Tuesday,155,141,0,20
9,3,Friday,135,125,0,19
7,5,Friday,136,129,0,13
20,4,Tuesday,122,114,0,13
14,3,Sunday,104,102,0,12
11,3,Thursday,123,114,0,16
12,3,Wednesday,120,113,0,15
16,5,Saturday,133,126,0,19
6,6,Monday,132,128,0,14
15,2,Wednesday,145,147,0,19
7,3,Tuesday,152,146,0,16
14,5,Tuesday,134,121,0,18
17,5,Thursday,139,132,1,16
16,5,Saturday,163,156,0,21
17,5,Monday,139,134,1,19
9,5,Saturday,111,113,0,15
9,5,Thursday,152,151,0,20
7,1,Sunday,123,122,0,10
18,5,Friday,117,116,0,17
10,4,Friday,140,135,0,19
12,3,Thursday,160,149,1,18
20,6,Monday,136,128,0,15
4,4,Tuesday,137,130,0,14
11,3,Thursday,138,131,0,18
6,4,Tuesday,165,163,0,18
10,1,Friday,165,155,1,16
16,4,Saturday,153,147,1,18
12,1,Thursday,149,135,0,19
7,6,Sunday,139,131,0,14
7,1,Sunday,113,109,0,10
14,3,Monday,115,115,0,15
11,2,Monday,137,134,0,18
8,2,Sunday,165,152,0,18
20,2,Monday,131,133,0,12
16,6,Tuesday,138,125,0,20
18,5,Sunday,154,148,0,19
17,4,Thursday,93,89,0,13
20,1,Sunday,163,161,0,14
15,6,Sunday,121,120,0,16
16,5,Sunday,140,139,1,19
16,4,Saturday,143,131,1,16
15,1,Tuesday,143,140,0,18
15,6,Thursday,165,155,0,21
12,4,Tuesday,152,140,0,21
13,2,Thursday,130,120,0,16
8,3,Monday,165,158,0,21
19,3,Friday,156,143,0,21
8,6,Saturday,133,121,0,18
14,6,Tuesday,133,130,0,19
13,4,Wednesday,124,126,0,17
15,3,Monday,147,133,0,19
15,1,Friday,130,130,0,17
20,3,Tuesday,136,129,0,14
12,6,Monday,133,127,1,17
7,1,Tuesday,153,142,0,16
19,4,Sunday,165,166,1,19
15,1,Monday,165,156,0,22
15,3,Friday,165,163,0,23
11,1,Friday,142,132,0,18
9,2,Tuesday,123,120,0,17
19,4,Thursday,165,158,0,22
16,4,Thursday,135,132,0,19
22,2,Sunday,149,147,0,15
8,6,Wednesday,131,133,1,16
11,4,Saturday,157,145,1,16
20,2,Thursday,165,150,0,16
14,4,Wednesday,111,104,0,15
13,1,Tuesday,130,118,0,16
22,1,Wednesday,156,145,0,15
19,2,Friday,100,102,0,13
19,5,Sunday,165,157,0,21
9,3,Wednesday,143,138,0,18
6,2,Tuesday,162,164,0,16
5,5,Monday,142,129,0,14
8,3,Sunday,165,159,0,20
12,2,Wednesday,142,143,0,19
17,3,Friday,122,124,0,17
15,5,Monday,127,126,0,16
18,4,Friday,124,113,0,17
18,2,Tuesday,157,158,0,21
14,3,Thursday,153,146,1,18
17,6,Friday,148,144,0,22
4,4,Wednesday,108,109,0,12
10,4,Friday,165,161,0,22
18,6,Thursday,131,129,0,17
10,4,Tuesday,164,148,1,22
16,4,Tuesday,165,167,0,24
6,2,Wednesday,142,141,0,14
19,6,Saturday,110,106,0,13
3,3,Thursday,120,115,0,12
7,2,Sunday,141,130,0,13
16,2,Sunday,165,165,0,21
18,2,Monday,129,130,0,18
10,6,Friday,129,120,0,18
11,4,Thursday,155,156,1,20
9,5,Sunday,146,142,0,19
19,1,Thursday,136,137,1,17
6,5,Monday,87,85,0,10
9,6,Tuesday,93,92,0,14
6,1,Friday,148,134,0,14
7,4,Thursday,165,163,0,18
19,4,Monday,165,155,1,20
14,3,Monday,165,156,1,19
10,1,Sunday,123,123,0,14
7,4,Friday,165,151,0,16
18,1,Thursday,140,138,1,18
9,5,Friday,110,99,0,14
17,5,Friday,119,117,0,17
18,6,Wednesday,114,112,1,15
11,5,Friday,124,126,0,17
16,5,Friday,65,64,0,9
15,1,Saturday,140,142,0,17
22,5,Sunday,162,164,0,15
21,5,Friday,104,100,0,11
17,2,Tuesday,165,149,0,20
21,4,Monday,165,151,0,18
11,3,Thursday,122,122,0,16
21,4,Sunday,122,122,0,12
14,6,Saturday,121,120,0,14
6,5,Sunday,139,139,0,13
16,4,Wednesday,146,138,0,21
10,6,Friday,117,109,0,16
16,1,Saturday,111,112,0,13
15,4,Wednesday,152,140,1,21
7,1,Friday,141,127,0,15
6,6,Wednesday,153,153,0,17
15,3,Tuesday,147,149,0,19
19,2,Sunday,160,153,0,20
9,3,Wednesday,163,160,1,18
11,2,Saturday,150,150,1,18
10,4,Thursday,97,93,0,14
10,2,Monday,148,141,0,20
9,4,Tuesday,132,127,0,17
17,4,Wednesday,165,156,0,21
21,5,Friday,148,150,0,15
15,4,Sunday,151,147,0,20
14,2,Monday,165,151,0,22
9,4,Monday,165,153,0,23
4,1,Sunday,104,98,0,10
9,4,Sunday,163,157,1,17
10,4,Saturday,165,152,0,21
15,3,Sunday,156,158,1,15
11,2,Sunday,154,142,1,20
14,1,Friday,139,126,0,18
13,3,Thursday,129,120,0,19
7,5,Saturday,141,129,0,14
11,4,Tuesday,113,108,0,16
8,6,Sunday,103,104,0,13
8,6,Monday,122,112,0,16
19,4,Tuesday,110,112,0,16
7,2,Sunday,165,149,0,14
14,6,Friday,124,126,0,18
10,3,Tuesday,120,118,0,16
8,3,Saturday,143,142,0,17
9,5,Monday,160,155,1,19
6,2,Monday,70,66,0,8
16,2,Wednesday,154,139,1,15
12,1,Saturday,159,145,0,19
18,4,Sunday,165,161,0,21
5,1,Thursday,165,155,0,17
15,5,Saturday,122,118,0,16
18,1,Friday,126,117,0,16
18,2,Sunday,101,92,0,14
20,3,Friday,127,119,0,14
15,5,Wednesday,111,113,0,15
13,1,Tuesday,122,114,0,15
22,5,Monday,138,140,0,14
19,4,Saturday,165,155,1,17
4,3,Monday,135,133,0,13
12,4,Tuesday,133,122,0,17
20,4,Wednesday,137,124,0,15
7,2,Monday,132,119,0,13
15,1,Sunday,165,164,1,19
12,3,Friday,115,105,0,15
13,2,Tuesday,129,119,0,18
17,1,Sunday,158,154,1,20
11,5,Tuesday,147,137,1,20
14,5,Tuesday,123,122,0,17
14,4,Tuesday,134,123,1,15
6,3,Thursday,101,92,0,12
8,5,Tuesday,140,130,0,20
13,6,Tuesday,129,120,1,15
15,2,Thursday,131,131,0,17
14,6,Friday,165,158,0,22
13,5,Tuesday,165,162,0,23
8,4,Thursday,90,90,0,12
15,1,Tuesday,129,117,1,16
13,6,Saturday,155,144,1,16
18,4,Wednesday,125,116,0,17
19,2,Thursday,165,155,1,16
16,6,Tuesday,165,150,1,21
8,3,Friday,120,112,1,17
14,5,Friday,163,151,1,17
10,3,Thursday,126,114,0,17
16,4,Thursday,141,136,0,19
8,6,Thursday,120,108,0,16
10,3,Saturday,143,144,0,17
12,1,Friday,97,89,0,13
19,3,Sunday,162,146,1,15
12,3,Tuesday,147,139,1,16
17,3,Tuesday,149,138,0,20
7,5,Friday,126,120,0,15
12,5,Monday,115,117,0,16
14,2,Thursday,126,124,1,16
15,2,Tuesday,165,151,1,17
10,3,Thursday,144,132,1,20
18,6,Sunday,139,135,0,18
18,6,Friday,141,127,1,19
16,4,Tuesday,151,151,0,20
12,4,Tuesday,130,123,0,16
18,6,Tuesday,103,105,0,15
9,5,Thursday,165,151,0,22
16,3,Monday,139,126,0,18
8,2,Thursday,101,99,0,12
14,4,Wednesday,149,138,1,17
14,5,Friday,128,127,0,18
6,3,Thursday,122,111,0,13
19,4,Thursday,99,93,0,15
16,3,Friday,124,121,0,17
9,1,Tuesday,165,150,1,20
21,3,Wednesday,164,150,0,18
9,5,Monday,161,163,0,23
14,1,Sunday,165,162,1,15
7,4,Saturday,128,124,0,12
15,3,Sunday,148,149,0,17
19,3,Friday,158,151,0,21
16,5,Thursday,165,157,1,20
15,6,Wednesday,165,156,1,22
16,2,Wednesday,118,118,0,16
14,2,Thursday,164,164,1,16
15,3,Sunday,102,99,0,13
5,1,Tuesday,127,118,0,13
17,5,Thursday,163,150,1,18
4,6,Wednesday,148,139,0,16
17,5,Saturday,124,118,0,16
16,2,Friday,165,152,0,22
18,2,Thursday,165,165,0,21
13,5,Saturday,120,112,0,16
18,6,Friday,165,158,1,17
16,3,Saturday,145,133,0,18
17,4,Monday,165,162,1,15
16,1,Sunday,165,161,1,19
5,5,Monday,165,162,0,18
17,1,Sunday,136,125,1,16
11,4,Tuesday,137,138,0,19
19,5,Friday,165,157,0,23
19,2,Thursday,110,99,0,14
6,2,Friday,143,132,0,15
14,6,Tuesday,109,110,0,17
20,3,Saturday,165,164,0,15
14,6,Saturday,165,149,1,17
17,4,Monday,165,162,0,21
13,3,Saturday,114,110,0,15
16,5,Monday,121,114,0,17
10,1,Tuesday,123,114,0,15
10,4,Saturday,111,105,0,14
7,3,Sunday,109,105,0,10
15,5,Monday,115,112,1,16
12,2,Monday,146,140,1,19
14,1,Friday,135,129,0,17
15,5,Friday,165,166,0,23
13,6,Wednesday,120,116,1,15
12,4,Tuesday,140,140,0,20
11,6,Wednesday,133,127,0,18
13,4,Sunday,165,152,0,18
16,3,Sunday,128,130,0,15
12,3,Tuesday,131,133,0,19
11,4,Thursday,116,105,1,16
19,1,Friday,148,135,0,20
10,4,Friday,136,128,0,19
12,2,Sunday,102,95,0,13
13,1,Monday,165,161,1,19
10,6,Friday,154,152,1,15
7,6,Monday,165,158,0,19
6,6,Saturday,155,151,0,16
15,4,Thursday,139,135,0,20
12,2,Monday,110,99,0,14
20,2,Sunday,118,113,0,10
14,5,Friday,160,148,0,23
5,4,Thursday,108,102,0,12
18,1,Wednesday,113,114,0,14
16,4,Thursday,130,118,1,18
18,3,Friday,151,147,0,20
18,4,Monday,163,165,0,23
21,3,Tuesday,165,158,0,18
7,3,Wednesday,163,151,0,17
5,5,Friday,111,111,0,13
15,2,Monday,159,157,1,15
8,4,Saturday,120,119,0,15
12,5,Thursday,161,162,1,21
14,4,Monday,141,137,1,18
5,4,Saturday,165,157,0,16
17,6,Wednesday,123,116,0,18
13,2,Thursday,161,149,0,22
13,3,Monday,142,139,1,17
20,1,Wednesday,114,111,0,12
13,4,Wednesday,165,165,1,16
12,3,Friday,109,104,0,15
16,2,Monday,136,138,0,17
8,1,Sunday,93,95,0,11
16,2,Wednesday,128,119,0,17
14,1,Wednesday,156,158,0,20
20,5,Friday,138,126,0,15
4,3,Saturday,159,157,1,15
8,1,Wednesday,165,158,1,22
15,2,Monday,143,141,0,19
9,3,Saturday,165,149,0,22
15,5,Wednesday,139,140,1,19
9,2,Thursday,130,132,1,15
16,2,Monday,165,167,0,21
20,2,Friday,136,132,0,15
17,6,Friday,165,151,1,18
13,3,Saturday,165,164,1,15
18,4,Tuesday,82,83,0,11
20,2,Monday,138,139,0,14
13,4,Tuesday,91,87,0,12
17,1,Saturday,150,138,0,17
18,3,Friday,101,94,0,14
11,5,Thursday,123,112,0,16
10,6,Wednesday,128,118,1,15
15,4,Monday,78,71,0,11
13,1,Thursday,116,112,0,14
15,3,Sunday,165,151,0,20
14,2,Tuesday,111,112,0,15
16,2,Saturday,95,87,0,11
15,5,Saturday,139,141,0,18
12,3,Tuesday,150,140,0,20
11,6,Monday,165,155,0,24
15,6,Sunday,121,123,0,16
19,6,Tuesday,96,91,0,14
12,3,Monday,134,133,0,18
15,2,Monday,126,126,0,16
8,4,Thursday,80,73,0,11
11,4,Thursday,146,136,1,15
8,6,Monday,146,143,0,20
0,3,Tuesday,119,109,0,11
10,5,Saturday,165,162,0,21
16,2,Sunday,165,166,0,20
11,1,Saturday,118,114,0,14
10,2,Monday,142,137,1,15
19,1,Wednesday,120,108,0,15
17,6,Sunday,123,114,0,16
11,2,Saturday,125,117,0,15
16,1,Sunday,165,161,1,15
5,2,Wednesday,87,86,0,9
11,1,Wednesday,125,119,0,17
19,6,Sunday,165,151,1,18
8,5,Thursday,157,147,0,22
17,5,Sunday,105,95,0,14
15,4,Friday,165,161,0,22
15,6,Saturday,136,130,0,16
3,6,Tuesday,132,134,0,15
3,3,Sunday,135,136,0,13
19,2,Sunday,157,151,0,19
9,3,Tuesday,122,123,0,17
15,1,Wednesday,140,132,1,15
11,2,Saturday,144,137,1,17
15,3,Tuesday,100,98,0,13
18,2,Monday,123,122,0,16
6,2,Tuesday,82,80,0,8
19,4,Friday,160,150,0,21
16,6,Thursday,165,149,1,21
15,3,Thursday,160,152,0,21
17,4,Saturday,164,157,1,19
2,5,Tuesday,123,112,0,13
8,1,Thursday,165,167,0,21
17,5,Monday,109,101,0,15
13,3,Saturday,140,130,1,15
5,2,Tuesday,165,160,0,16
8,6,Friday,121,113,0,18
14,5,Saturday,159,145,0,20
5,6,Sunday,136,129,0,14
20,6,Saturday,121,111,0,12
15,5,Wednesday,124,115,0,17
12,5,Monday,121,123,0,16
14,6,Friday,144,132,1,18
9,2,Monday,134,134,0,18
7,1,Monday,116,117,0,12
15,3,Friday,118,119,0,16
17,6,Saturday,128,117,0,16
17,4,Monday,148,143,0,20
21,4,Monday,164,161,0,18
15,3,Monday,123,121,0,16
20,6,Saturday,165,154,0,17
5,5,Thursday,165,155,0,18
15,5,Monday,111,110,0,16
9,4,Monday,112,103,0,16
5,2,Wednesday,158,156,0,16
15,3,Tuesday,116,105,0,16
10,5,Monday,156,148,0,21
12,4,Saturday,150,135,0,18
14,1,Monday,165,161,1,19
16,4,Friday,144,137,0,20
14,4,Sunday,120,122,0,16
13,3,Thursday,165,157,1,16
8,2,Thursday,156,154,1,15
20,4,Thursday,139,133,0,15
17,4,Tuesday,165,162,0,22
11,1,Friday,126,127,0,17
11,1,Friday,110,103,0,14
9,4,Thursday,157,152,1,17
4,1,Sunday,161,156,0,15
0,3,Sunday,154,152,0,15
12,1,Friday,134,130,0,17
3,5,Sunday,141,130,0,14
14,4,Friday,144,140,1,16
10,6,Friday,135,125,1,15
6,5,Sunday,136,125,0,13
7,4,Wednesday,137,138,0,13
9,1,Tuesday,165,163,0,21
11,3,Sunday,106,103,0,14
16,4,Wednesday,99,101,0,13
20,3,Wednesday,122,120,0,12
9,2,Wednesday,73,75,0,10
12,5,Friday,158,150,0,21
15,1,Saturday,133,133,0,16
7,5,Tuesday,150,151,0,15
21,1,Saturday,165,166,0,14
9,3,Thursday,125,120,0,16
15,6,Saturday,165,149,0,20
13,1,Sunday,158,160,0,20
12,5,Wednesday,165,166,1,19
16,5,Wednesday,130,129,0,18
16,2,Sunday,106,102,0,12
12,2,Friday,137,136,1,16
19,6,Wednesday,94,87,0,14
9,5,Friday,116,113,0,16
16,1,Sunday,165,160,0,20
11,6,Saturday,130,127,1,17
13,3,Friday,122,116,0,16
1,2,Wednesday,148,149,1,15
6,4,Wednesday,109,99,0,11
6,2,Monday,165,163,0,17
18,3,Wednesday,164,159,0,21
16,3,Monday,124,115,0,18
11,3,Sunday,164,158,0,20
13,6,Wednesday,125,122,1,15
14,6,Wednesday,131,119,0,19
7,2,Tuesday,73,75,0,8
20,1,Saturday,113,107,0,11
21,2,Wednesday,165,159,0,17
6,3,Wednesday,136,131,0,14
10,3,Saturday,165,151,0,21
15,6,Tuesday,161,161,1,20
21,4,Monday,142,135,0,14
5,5,Sunday,138,131,0,14
22,4,Sunday,165,166,0,15
15,5,Tuesday,103,95,0,14
3,4,Sunday,150,137,0,15
19,2,Wednesday,107,97,0,14
17,1,Sunday,135,122,0,16
12,1,Wednesday,127,129,0,16
15,5,Tuesday,131,132,1,16
5,6,Thursday,138,137,0,15
8,3,Friday,123,122,0,17
17,5,Sunday,136,133,0,17
17,5,Saturday,92,92,0,13
15,5,Sunday,128,130,0,16
15,1,Monday,155,146,0,21
11,3,Tuesday,139,137,0,19
11,3,Monday,112,103,0,14
20,1,Friday,128,122,0,13
16,4,Monday,104,94,0,14
12,1,Friday,165,164,0,22
19,2,Wednesday,106,98,0,14
2,6,Friday,136,137,0,15
20,6,Wednesday,157,149,0,16
12,4,Tuesday,165,167,1,19
3,5,Saturday,90,92,0,9
8,1,Monday,158,149,0,21
7,6,Tuesday,165,153,0,18
14,6,Tuesday,107,106,0,15
8,3,Friday,75,68,0,11
17,2,Saturday,135,125,0,17
18,5,Sunday,90,81,0,12
11,2,Friday,154,146,0,21
9,4,Saturday,160,157,1,20
12,1,Friday,151,144,0,19
16,2,Monday,129,118,0,19
13,4,Tuesday,165,164,1,23
2,1,Thursday,130,129,0,12
18,3,Saturday,106,108,0,13
13,5,Wednesday,133,134,0,17
15,4,Sunday,114,105,0,16
19,6,Monday,107,109,0,15
19,4,Tuesday,162,146,1,16
15,5,Tuesday,147,141,0,20
19,4,Friday,143,135,0,18
18,2,Monday,141,127,0,19
9,2,Friday,117,111,0,15
8,4,Tuesday,143,131,0,19
11,4,Friday,124,115,0,17
11,5,Saturday,159,156,1,20
3,5,Saturday,165,164,0,16
19,4,Tuesday,144,142,0,20
17,3,Monday,165,149,1,16
13,4,Sunday,154,156,1,15
13,2,Tuesday,140,133,1,18
18,2,Tuesday,164,154,1,18
9,6,Thursday,143,140,0,19
12,2,Wednesday,151,139,1,18
21,4,Friday,128,120,0,14
16,2,Wednesday,157,148,1,16
12,4,Thursday,133,133,0,17
16,3,Friday,156,145,0,22
9,3,Thursday,165,150,0,22
21,6,Saturday,130,119,0,14
11,6,Tuesday,165,164,1,20
12,6,Wednesday,126,116,0,18
12,1,Thursday,165,155,0,23
6,3,Tuesday,118,119,0,12
15,3,Sunday,140,126,0,17
10,4,Saturday,141,142,0,18
16,2,Wednesday,165,153,1,18
16,2,Friday,165,167,1,17
14,2,Sunday,145,143,0,18
9,1,Wednesday,125,118,0,16
16,2,Friday,125,120,0,17
13,5,Friday,135,134,0,19
6,5,Friday,119,113,0,12
9,6,Friday,146,143,0,19
12,2,Monday,135,122,0,19
10,4,Monday,117,107,1,15
16,3,Monday,135,136,0,18
7,5,Sunday,90,82,0,9
19,2,Monday,161,145,1,20
10,3,Saturday,103,94,0,12
7,3,Monday,165,154,0,18
17,4,Thursday,123,116,0,18
20,1,Monday,77,79,0,9
5,2,Thursday,103,103,0,11
11,6,Wednesday,162,163,1,16
5,3,Monday,130,126,0,14
5,5,Wednesday,122,111,0,13
18,6,Friday,102,95,0,14
16,1,Wednesday,154,147,1,15
11,4,Sunday,130,119,0,15
22,1,Monday,141,138,0,13
17,5,Monday,135,123,0,18
3,3,Tuesday,126,125,0,13
19,1,Friday,150,145,1,15
18,5,Sunday,164,162,0,21
6,1,Wednesday,148,139,0,15
8,5,Saturday,160,155,0,20
15,6,Sunday,121,121,0,16
15,3,Saturday,165,163,1,19
8,5,Saturday,165,153,1,19
11,5,Thursday,165,156,1,17
12,5,Wednesday,131,124,0,18
19,3,Sunday,165,163,1,15
15,6,Tuesday,165,159,1,18
11,5,Monday,157,142,0,22
11,4,Friday,95,90,0,12
12,2,Sunday,160,157,0,19
4,6,Friday,150,144,0,17
8,2,Wednesday,165,163,1,16
22,3,Monday,124,117,0,13
10,4,Saturday,156,142,0,20
14,4,Sunday,154,142,1,15
15,6,Wednesday,165,166,1,15
11,6,Friday,147,134,0,20
8,5,Monday,139,128,0,20
4,6,Wednesday,112,102,0,12
12,4,Thursday,113,109,0,16
9,4,Monday,165,154,0,21
19,3,Saturday,129,117,0,17
14,1,Thursday,165,160,0,20
16,3,Sunday,157,147,0,21
13,4,Friday,165,158,0,22
15,5,Wednesday,149,145,0,21
17,5,Saturday,164,166,1,21
17,6,Saturday,96,94,0,13
14,2,Thursday,165,150,1,16
7,3,Tuesday,84,81,0,8
9,3,Saturday,93,93,0,11
14,1,Thursday,147,139,0,19
10,3,Monday,153,138,1,17
12,5,Monday,148,139,0,20
9,3,Monday,145,140,0,19
17,3,Monday,148,135,1,20
13,1,Saturday,129,125,0,16
17,1,Wednesday,135,127,0,18
11,2,Wednesday,127,115,0,17
12,4,Thursday,110,99,0,15
15,6,Sunday,165,153,0,22
19,5,Monday,151,137,0,19
12,4,Wednesday,119,118,0,17
13,2,Friday,165,156,1,22
15,4,Sunday,144,141,0,17
14,3,Sunday,165,152,0,19
0,5,Friday,103,93,0,11
16,6,Saturday,144,133,0,19
19,4,Friday,121,121,0,16
12,3,Saturday,121,114,0,15
19,2,Thursday,150,151,0,19
17,1,Monday,87,89,0,10
3,1,Tuesday,150,142,0,15
12,5,Friday,86,83,0,11
4,4,Wednesday,165,151,0,17
16,2,Saturday,165,166,1,22
6,5,Tuesday,158,152,0,17
4,4,Wednesday,139,129,1,15
10,3,Sunday,148,141,0,19
16,5,Wednesday,132,132,1,15
8,3,Sunday,109,100,0,13
21,1,Monday,154,156,0,15
3,1,Thursday,118,112,0,12
7,4,Tuesday,130,129,0,14
11,6,Wednesday,165,149,1,16
17,2,Saturday,165,149,1,17
14,6,Wednesday,162,154,1,16
13,4,Saturday,118,112,0,14
5,4,Sunday,156,142,0,15
19,2,Monday,116,117,0,15
13,6,Sunday,121,109,0,16
12,4,Sunday,148,144,0,19
5,1,Saturday,155,156,0,15
11,3,Sunday,142,134,0,17
15,6,Sunday,120,116,0,17
18,3,Friday,164,153,1,18
18,1,Saturday,127,129,0,15
15,4,Friday,165,156,1,15
11,1,Friday,165,156,1,15
10,4,Saturday,124,122,1,15
13,5,Monday,126,125,0,17
9,1,Friday,76,74,0,10
12,1,Friday,165,152,0,21
12,3,Tuesday,98,91,0,13
10,1,Monday,125,116,0,16
13,2,Friday,128,123,0,17
12,5,Friday,165,161,1,22
20,3,Tuesday,136,130,0,14
9,5,Friday,165,161,0,23
15,6,Saturday,119,111,0,15
6,2,Saturday,119,109,0,11
14,3,Thursday,139,137,1,17
10,5,Thursday,140,138,1,20
10,6,Sunday,158,147,0,20
14,1,Tuesday,104,102,0,14
6,2,Monday,140,129,0,15
17,4,Friday,165,157,1,19
12,3,Friday,149,143,1,19
20,6,Tuesday,125,117,0,14
21,5,Wednesday,148,139,1,17
15,1,Tuesday,165,165,0,21
20,2,Thursday,141,142,0,15
12,4,Monday,150,144,1,16
13,5,Saturday,137,125,0,16
4,4,Sunday,145,131,0,14
6,2,Wednesday,133,130,0,13
19,5,Thursday,104,97,0,14
15,3,Friday,121,123,0,16
10,5,Friday,145,137,0,20
10,4,Thursday,134,129,0,18
11,2,Tuesday,112,109,0,15
9,6,Friday,130,126,1,15
10,3,Sunday,151,146,0,17
11,4,Thursday,101,94,0,13
12,2,Sunday,96,93,0,12
7,2,Wednesday,165,153,0,17
7,3,Monday,95,92,0,10
15,1,Thursday,165,149,1,15
14,3,Friday,129,126,0,18
11,6,Tuesday,115,108,0,16
4,3,Thursday,159,156,0,17
11,6,Monday,98,92,0,14
14,3,Thursday,130,123,0,17
11,5,Thursday,141,127,1,15
17,5,Tuesday,165,162,0,22
10,3,Saturday,134,132,0,17
11,5,Friday,121,123,0,17
6,5,Tuesday,165,157,0,17
14,5,Sunday,165,167,1,20
6,4,Monday,151,151,0,16
18,3,Saturday,143,131,1,16
19,1,Monday,140,138,0,18
1,1,Saturday,165,163,0,15
8,1,Wednesday,114,113,0,14
5,2,Friday,165,158,0,17
3,6,Thursday,101,95,0,11
14,4,Saturday,81,75,0,10
10,1,Sunday,143,129,1,15
9,4,Thursday,158,159,0,22
13,5,Tuesday,132,126,0,19
18,4,Saturday,106,101,0,13
10,5,Sunday,160,144,1,18
15,2,Monday,165,158,0,23
9,6,Friday,146,138,0,20
20,5,Monday,126,118,0,14
15,2,Friday,130,130,1,18
13,4,Sunday,124,113,1,16
12,2,Wednesday,159,158,0,23
18,6,Saturday,134,121,0,17
7,5,Friday,100,102,0,11
12,3,Tuesday,138,137,0,19
16,2,Friday,121,110,0,16
15,6,Thursday,113,112,1,15
14,4,Sunday,149,143,1,17
10,4,Friday,165,166,0,23
18,4,Thursday,150,138,0,20
5,1,Thursday,128,116,0,13
7,4,Wednesday,151,149,0,17
15,1,Saturday,156,157,0,19
17,5,Monday,133,126,1,16
12,4,Wednesday,141,133,0,19
6,2,Friday,158,146,1,16
3,2,Monday,150,142,0,16
23,2,Saturday,165,156,0,14
15,3,Sunday,115,117,0,14
13,2,Friday,157,149,1,17
9,4,Wednesday,150,136,0,21
11,5,Thursday,126,117,0,17
15,1,Tuesday,134,136,0,18
4,2,Thursday,152,140,0,15
9,5,Friday,165,163,1,19
16,6,Saturday,124,119,0,17
22,2,Thursday,154,154,0,16
12,2,Thursday,137,127,1,15
12,6,Sunday,165,152,0,21
16,3,Friday,165,158,0,22
16,6,Sunday,154,151,0,19
18,5,Friday,165,150,0,23
9,2,Monday,165,154,0,22
18,2,Thursday,77,75,0,11
15,4,Saturday,122,113,0,16
7,3,Wednesday,96,91,0,10
18,1,Friday,132,121,0,19
9,5,Tuesday,155,148,0,23
12,4,Tuesday,106,99,0,14
13,3,Sunday,99,94,0,12
18,3,Wednesday,135,122,1,15
19,6,Sunday,134,135,0,17
17,2,Saturday,165,166,0,19
11,6,Wednesday,144,134,0,20
5,5,Thursday,154,155,0,16
12,5,Tuesday,111,106,0,15
15,1,Saturday,150,136,0,17
23,5,Monday,106,97,0,11
19,1,Monday,130,117,0,17
21,6,Wednesday,149,147,0,16
19,6,Sunday,109,108,0,14
6,4,Wednesday,149,144,0,15
17,6,Thursday,123,117,0,16
16,2,Saturday,165,151,1,20
19,3,Friday,165,150,0,23
15,3,Saturday,133,124,0,17
5,6,Thursday,148,145,0,16
9,4,Wednesday,165,151,1,19
10,4,Saturday,145,146,1,15
9,4,Tuesday,126,122,0,16
5,6,Tuesday,165,162,0,18
13,5,Thursday,122,119,0,17
9,5,Monday,165,161,1,19
14,2,Saturday,165,166,0,21
10,3,Thursday,139,131,0,18
18,6,Wednesday,153,153,1,21
12,5,Friday,113,108,0,15
7,2,Saturday,140,132,0,12
20,3,Saturday,165,167,1,15
18,6,Saturday,142,128,1,17
17,2,Sunday,145,146,0,18
17,6,Friday,157,145,0,22
2,4,Friday,165,161,0,18
13,4,Friday,149,139,0,20
17,3,Tuesday,165,149,1,21
7,6,Sunday,157,144,0,15
15,4,Friday,126,120,1,16
10,4,Friday,112,102,1,16
8,1,Friday,85,83,0,11
22,1,Friday,164,160,1,16
10,3,Monday,165,162,1,20
20,2,Thursday,117,115,0,13
16,1,Thursday,139,134,0,19
6,5,Sunday,151,151,0,14
